[sec],Mean
0.000,3213.8135
14.958,3216.0249
29.917,3212.3933
44.875,3225.9419
59.834,3218.4780
74.792,3221.4614
89.750,3198.1670
104.709,3228.0242
119.667,3218.2898
134.626,3210.5251
149.584,3211.2490
164.542,3207.9436
179.501,3218.2581
194.459,3215.3860
209.418,3218.9141
224.376,3212.3467
239.334,3212.7903
254.293,3212.8767
269.251,3223.4487
284.210,3219.4709
299.168,3219.5493
314.126,3216.7661
329.085,3238.8762
344.043,3223.2666
359.002,3224.0930
373.960,3213.0444
388.918,3219.0474
403.877,3233.5330
418.835,3210.1880
433.794,3224.0801
448.752,3221.4170
463.710,3215.3303
478.669,3234.2351
493.627,3221.6177
508.586,3224.0598
523.544,3229.5444
538.502,3219.8777
553.461,3227.0830
568.419,3214.3347
583.378,3209.3301
598.336,3230.6855
613.294,3218.4309
628.253,3224.9243
643.211,3215.8237
658.170,3224.4919
673.128,3214.4583
688.086,3216.3225
703.045,3217.3037
718.003,3225.0801
732.962,3225.6106
747.920,3221.7649
762.878,3222.1331
777.837,3226.1719
792.795,3229.8386
807.754,3220.2522
822.712,3230.5059
837.670,3232.4150
852.629,3231.3906
867.587,3225.0264
882.546,3219.5457
897.504,3212.6277
912.462,3204.9036
927.421,3217.8977
942.379,3226.3706
957.338,3223.0671
972.296,3229.1829
987.254,3221.5933
1002.213,3222.0889
1017.171,3230.6443
1032.130,3216.7908
1047.088,3241.6726
1062.046,3222.0483
1077.005,3225.6899
1091.963,3212.4832
1106.922,3234.5283
1121.880,3225.3069
1136.838,3229.2966
1151.797,3236.0579
1166.755,3224.8806
1181.714,3229.2205
1196.672,3219.3433
1211.630,3218.7019
1226.589,3228.7876
1241.547,3220.4272
1256.506,3237.5791
1271.464,3214.4341
1286.422,3228.7197
1301.381,3237.1570
1316.339,3222.1458
1331.298,3229.5720
1346.256,3227.0815
1361.214,3216.1416
1376.173,3236.2324
1391.131,3230.9094
1406.090,3232.7444
1421.048,3230.3999
1436.006,3229.0913
1450.965,3241.1719
1465.923,3229.5999
1480.882,3230.2986
1495.840,3219.9795
1510.798,3234.4426
1525.757,3226.3596
1540.715,3236.7112
1555.674,3227.8799
1570.632,3228.8835
1585.590,3232.9568
1600.549,3223.9216
1615.507,3223.8088
1630.466,3236.4919
1645.424,3217.3818
1660.382,3230.6409
1675.341,3223.9622
1690.299,3230.8638
1705.258,3219.3357
1720.216,3225.2014
1735.174,3234.5879
1750.133,3226.2854
1765.091,3214.8171
1780.050,3232.0344
1795.008,3232.9314
1809.966,3229.4448
1824.925,3235.6660
1839.883,3233.6545
1854.842,3233.7888
1869.800,3226.5039
1884.758,3220.0037
1899.717,3225.2883
1914.675,3230.7090
1929.634,3228.0349
1944.592,3232.0662
1959.550,3222.2595
1974.509,3240.6748
1989.467,3224.0432
2004.426,3229.8643
2019.384,3227.9634
2034.342,3228.6379
2049.301,3224.8918
2064.259,3230.9277
2079.218,3226.4490
2094.176,3230.1709
2109.134,3233.0999
2124.093,3229.1160
2139.051,3229.0125
2154.010,3221.0557
2168.968,3232.3350
2183.926,3224.9067
2198.885,3217.3291
2213.843,3225.8711
2228.802,3224.4734
2243.760,3229.9226
2258.718,3224.6838
2273.677,3238.0608
2288.635,3219.4055
2303.594,3224.8381
2318.552,3230.9419
2333.510,3233.0725
2348.469,3233.5210
2363.427,3234.0837
2378.385,3237.3335
2393.344,3232.8501
2408.302,3228.5989
2423.261,3216.0815
2438.219,3240.8372
2453.177,3228.5618
2468.136,3229.4893
2483.094,3223.0344
2498.053,3231.1350
2513.011,3224.3240
2527.969,3220.4377
2542.928,3230.9365
2557.886,3234.3503
2572.845,3222.6204
2587.803,3230.7119
2602.761,3233.3013
2617.720,3236.8560
2632.678,3226.1001
2647.637,3233.0161
2662.595,3224.7324
2677.553,3230.6392
2692.512,3225.4407
2707.470,3228.5032
2722.429,3220.7539
2737.387,3224.7681
2752.345,3224.1992
2767.304,3218.7170
2782.262,3211.4077
2797.221,3224.2898
2812.179,3231.9121
2827.137,3220.9214
2842.096,3221.7163
2857.054,3217.5398
